bg,eq_BG,CGM_glucose,running_temp,rate,IOB,unsafe_action_reason
143.04,118,143.04420649151442,1,1.05,0.786,Null
143.12,117,143.11595670189,1.05,1,0.8,Null
143.19,117,143.18881077716932,1,1,0.815,Null
143.26,118,143.2626889774366,1,1,0.779,Null
143.34,118,143.33740133613006,1,1.05,0.793,Null
143.41,117,143.41281910633828,1.05,1,0.806,Null
143.49,117,143.4888589810641,1,1,0.82,Null
143.57,118,143.5654703600913,1,1,0.784,Null
143.64,118,143.64248630662863,1,1.05,0.797,Null
143.72,117,143.71979681151205,1.05,1,0.811,Null
143.8,117,143.79733417797374,1,1,0.824,Null
143.88,118,143.875061214433,1,1,0.787,Null
143.95,118,143.95282261944405,1,1.05,0.801,Null
144.03,117,144.03051918510334,1.05,1,0.814,Null
144.11,117,144.10809360133734,1,1,0.827,Null
144.19,119,144.18551895812246,1,1,0.79,Null
144.26,118,144.26265005035006,1,1.05,0.803,Null
144.34,118,144.3393981111352,1.05,1.05,0.816,Null
144.42,119,144.41571669600694,1.05,1.05,0.779,Null
144.49,119,144.49159022094526,1.05,1.1,0.792,Null
144.57,118,144.566884973151,1.1,1.05,0.805,Null
144.64,118,144.64138437000668,1.05,1.05,0.818,Null
144.71,120,144.71481743117926,1.05,1.05,0.781,Null
144.79,119,144.78674157025645,1.05,1.1,0.794,Null
144.86,119,144.85674331823898,1.1,1.1,0.807,Null
144.92,120,144.92444394889534,1.1,1.1,0.77,Null
144.99,120,144.98950313875744,1.1,1.15,0.783,Null
145.05,119,145.05148080018068,1.15,1.1,0.796,Null
145.11,119,145.1098806964289,1.1,1.1,0.809,Null
145.16,120,145.16418470381242,1.1,1.1,0.773,Null
145.21,120,145.21373887925918,1.1,1.15,0.786,Null
145.26,119,145.2579568559538,1.15,1.1,0.799,Null
145.3,119,145.29632615777732,1.1,1.1,0.812,Null
145.33,120,145.32841149960612,1.1,1.1,0.776,Null
145.35,120,145.3537151205303,1.1,1.15,0.789,Null
145.37,119,145.37185946277464,1.15,1.1,0.802,Null
145.38,119,145.3825763219566,1.1,1.1,0.815,Null
145.39,120,145.38569624637665,1.1,1.1,0.779,Null
145.38,120,145.38099766566157,1.1,1.15,0.792,Null
145.37,119,145.36838091620766,1.15,1.1,0.805,Null
145.35,119,145.34785046565744,1.1,1.1,0.818,Null
145.32,120,145.31949901205664,1.1,1.1,0.781,Null
145.28,120,145.28335273178257,1.1,1.15,0.794,Null
145.24,119,145.2395425187373,1.15,1.1,0.807,Null
145.19,118,145.18828427658661,1.1,1.05,0.821,Null
145.13,118,145.12986184992528,1.05,1.05,0.834,Null
145.06,119,145.06447190872754,1.05,1.05,0.796,Null
144.99,119,144.99239501429125,1.05,1.1,0.809,Null
144.91,117,144.91411646471613,1.1,1,0.822,Null
144.83,116,144.83026638813294,1,0.95,0.835,Null
144.74,117,144.7415709395185,0.95,0.95,0.848,Null
144.65,118,144.64867291450113,0.95,0.95,0.81,Null
144.55,119,144.5524236096837,0.95,1.1,0.773,Null
144.45,118,144.45394589346077,1.1,1.05,0.786,Null
144.35,117,144.35452959583625,1.05,1,0.799,Null
144.26,117,144.2555485978898,1,1,0.812,Null
144.16,118,144.15797753074818,1,1,0.775,Null
144.06,118,144.062611754419,1,1.05,0.788,Null
143.97,117,143.97023058577022,1.05,1,0.801,Null
143.88,116,143.8815751239298,1,0.95,0.814,Null
143.8,116,143.7973322258123,0.95,0.95,0.828,Null
143.72,117,143.71798441317503,0.95,0.95,0.791,Null
143.64,119,143.64398508895414,0.95,1.1,0.754,Null
143.58,118,143.57588518991813,1.1,1.05,0.767,Null
143.51,117,143.51428179535105,1.05,1,0.781,Null
143.46,117,143.45977853813287,1,1,0.794,Null
143.41,118,143.41253948529157,1,1,0.758,Null
143.37,118,143.37253477163017,1,1.05,0.772,Null
143.34,117,143.33972406339961,1.05,1,0.786,Null
143.31,117,143.3140508111083,1,1,0.799,Null
143.3,119,143.29543851253197,1,1,0.763,Null
143.28,118,143.28364997264737,1,1.05,0.777,Null
143.28,118,143.27846772369804,1.05,1.05,0.79,Null
143.28,119,143.279685625155,1.05,1.05,0.754,Null
143.29,119,143.28710258612935,1.05,1.1,0.768,Null
143.3,118,143.30037941952781,1.1,1.05,0.782,Null
143.32,118,143.3190782776246,1.05,1.05,0.796,Null
143.34,119,143.3426947325688,1.05,1.05,0.76,Null
143.37,119,143.37054501471766,1.05,1.1,0.774,Null
143.4,118,143.40196791618214,1.1,1.05,0.788,Null
143.44,117,143.43633271041972,1.05,1,0.802,Null
143.47,117,143.47304481694837,1,1,0.816,Null
143.51,118,143.51141084993935,1,1,0.779,Null
143.55,118,143.55082228674283,1,1.05,0.793,Null
143.59,117,143.59088705459973,1.05,1,0.807,Null
143.63,117,143.63138012670345,1,1,0.82,Null
143.67,118,143.67220289583446,1,1,0.784,Null
143.71,118,143.71321100263856,1,1.05,0.797,Null
143.75,117,143.75436896632064,1.05,1,0.81,Null
143.8,117,143.7957201214066,1,1,0.824,Null
143.84,118,143.83736232240588,1,1,0.787,Null
143.88,118,143.87928936905308,1,1.05,0.801,Null
143.92,120,143.92155738920417,1.05,1.05,0.764,Null
143.96,121,143.9642644385688,1.05,1.05,0.728,Null
144.01,121,144.00753425999727,1.05,1.2,0.743,Null
144.05,120,144.05136422752048,1.2,1.15,0.757,Null
144.1,119,144.0956581131932,1.15,1.1,0.771,Null
144.14,119,144.14025285576778,1.1,1.1,0.785,Null
144.18,120,144.18452200582263,1.1,1.1,0.75,Null
144.23,120,144.22766064390055,1.1,1.15,0.764,Null
144.27,119,144.26889894261842,1.15,1.1,0.779,Null
144.31,119,144.30751785410087,1.1,1.1,0.793,Null
144.34,120,144.3428601250491,1.1,1.1,0.757,Null
144.37,120,144.37419789634168,1.1,1.15,0.772,Null
144.4,119,144.40091928427213,1.15,1.1,0.786,Null
144.42,118,144.42252169102863,1.1,1.05,0.8,Null
144.44,118,144.438604527224,1.05,1.05,0.814,Null
144.45,119,144.44872187335815,1.05,1.05,0.779,Null
144.45,119,144.4525573154836,1.05,1.1,0.792,Null
144.45,118,144.45004745810695,1.1,1.05,0.806,Null
144.44,118,144.44132419475233,1.05,1.05,0.82,Null
144.43,119,144.42666672305066,1.05,1.05,0.784,Null
144.41,119,144.4063221841247,1.05,1.1,0.797,Null
144.38,118,144.38065581650014,1.1,1.05,0.81,Null
144.35,117,144.35011596599432,1.05,1,0.824,Null
144.32,117,144.31520555807145,1,1,0.837,Null
144.28,118,144.2763194633489,1,1,0.8,Null
144.23,118,144.2339087414888,1,1.05,0.813,Null
144.19,117,144.18859715739785,1.05,1,0.826,Null
144.14,116,144.14111970132177,1,0.95,0.839,Null
144.09,116,144.09227350093283,0.95,0.95,0.852,Null
144.04,117,144.0427397720842,0.95,0.95,0.814,Null
143.99,119,143.99323626913036,0.95,1.1,0.777,Null
143.94,118,143.9446253179131,1.1,1.05,0.79,Null
143.9,118,143.89784686080807,1.05,1.05,0.803,Null
143.85,117,143.85386613452363,1.05,1,0.816,Null
143.81,117,143.8132161091612,1,1,0.829,Null
143.78,118,143.77623551371858,1,1,0.792,Null
143.74,118,143.74310742247064,1,1.05,0.804,Null
143.71,117,143.71403067361067,1.05,1,0.817,Null
143.69,116,143.6892040267458,1,0.95,0.83,Null
143.67,116,143.66881430706178,0.95,0.95,0.842,Null
143.65,117,143.65288885267805,0.95,0.95,0.805,Null
143.64,119,143.641471356623,0.95,1.1,0.768,Null
143.63,118,143.63474851820484,1.1,1.05,0.781,Null
143.63,118,143.6329980662944,1.05,1.05,0.794,Null
143.64,120,143.63654781206597,1.05,1.05,0.757,Null
143.65,119,143.6453270789805,1.05,1.1,0.77,Null
143.66,118,143.65910957128747,1.1,1.05,0.783,Null
143.68,118,143.67755539657236,1.05,1.05,0.797,Null
143.7,119,143.70024536373228,1.05,1.05,0.761,Null
143.73,119,143.72656977095494,1.05,1.1,0.774,Null
143.76,118,143.7559323677447,1.1,1.05,0.787,Null
143.79,118,143.78775963615718,1.05,1.05,0.801,Null
143.82,119,143.8215076090416,1.05,1.05,0.765,Null
143.86,119,143.85652755701426,1.05,1.1,0.779,Null
143.89,118,143.89225091806165,1.1,1.05,0.792,Null
143.93,118,143.92818271308286,1.05,1.05,0.805,Null
143.96,119,143.9638952554761,1.05,1.05,0.769,Null
144,119,143.99888292814956,1.05,1.1,0.783,Null
144.03,118,144.03273849291625,1.1,1.05,0.796,Null
144.07,118,144.06513938703878,1.05,1.05,0.81,Null
144.1,119,144.09583571105924,1.05,1.05,0.773,Null
144.12,119,144.12450033157205,1.05,1.1,0.787,Null
144.15,118,144.15090181467934,1.1,1.05,0.8,Null
144.17,118,144.17488798010828,1.05,1.05,0.814,Null
144.2,119,144.19637182803598,1.05,1.05,0.777,Null
144.22,119,144.21518004927523,1.05,1.1,0.791,Null
144.23,118,144.2312250894287,1.1,1.05,0.804,Null
144.24,117,144.24448804414567,1.05,1,0.818,Null
144.26,117,144.25500423746564,1,1,0.831,Null
144.26,119,144.2627115774307,1,1,0.794,Null
144.27,118,144.26762283433732,1,1.05,0.807,Null
144.27,117,144.2699483200245,1.05,1,0.82,Null
144.27,117,144.27003892690956,1,1,0.833,Null
144.27,118,144.2683399910152,1,1,0.796,Null
144.27,118,144.26521474089338,1,1.05,0.809,Null
144.26,117,144.26109742769077,1.05,1,0.822,Null
144.26,117,144.25646195379798,1,1,0.835,Null
144.25,118,144.25179720671034,1,1,0.798,Null
144.25,118,144.24744846103357,1,1.05,0.81,Null
144.24,117,144.2437853998204,1.05,1,0.823,Null
144.24,119,144.24118304689884,1,1,0.786,Null
144.24,118,144.24000720145733,1,1,0.798,Null
144.24,120,144.24046407739328,1,1.15,0.761,Null
144.24,119,144.2427749272298,1.15,1.1,0.774,Null
144.25,119,144.24716226380542,1.1,1.1,0.788,Null
144.25,120,144.25383945877826,1.1,1.1,0.751,Null
144.26,120,144.26258453228658,1.1,1.15,0.765,Null
144.27,119,144.27300292650418,1.15,1.1,0.778,Null
144.28,119,144.28458430657315,1.1,1.1,0.792,Null
144.3,120,144.2967480224335,1.1,1.1,0.756,Null
144.31,120,144.30873951617346,1.1,1.15,0.769,Null
144.32,119,144.31984084249092,1.15,1.1,0.783,Null
144.33,118,144.32938375021524,1.1,1.05,0.797,Null
144.34,118,144.33675871650053,1.05,1.05,0.811,Null
144.34,120,144.34128108940448,1.05,1.05,0.774,Null
144.34,119,144.34237672299125,1.05,1.1,0.788,Null
144.34,118,144.33971417383313,1.1,1.05,0.802,Null
144.33,118,144.3331540442483,1.05,1.05,0.815,Null
144.32,119,144.3227066233695,1.05,1.05,0.779,Null
144.31,119,144.3083570240303,1.05,1.1,0.792,Null
144.29,118,144.29021854403803,1.1,1.05,0.805,Null
144.27,117,144.26850015993406,1.05,1,0.819,Null
144.24,117,144.24347975995747,1,1,0.832,Null
144.22,118,144.21534273842428,1,1,0.795,Null
